contig	aln_nanopo_out	aln_pacbio_out	MD_3_S11_L001_R_out	SRR7135606_out	SRR7135607_out	SRR7135608_out	SRR7135612_out
opera_contig_335	0	0.0297894	20.299	4.44585	2.49915	0.0492951	2.52563
opera_contig_336	0.535792	1.42666	18.5248	16.3767	10.2337	1.36292	22.3027
opera_contig_337	0	0	21.2246	4.39523	2.57707	0.0667112	2.61912
opera_contig_338	0	0.149601	21.662	4.66713	2.24085	0.0841106	2.26775
opera_contig_339	0	1.72441	0	0	0	0	34.035
opera_contig_340	0	0	21.802	4.52574	2.45461	0.0275974	2.50108
opera_contig_341	0	0.0869314	21.9751	4.71585	2.81745	0.0498502	2.7406
opera_contig_342	0	0.0959746	21.4684	4.49261	2.06415	0.0622759	2.18242
opera_contig_343	0	2.83226	1.4597	4.91563	1.16119	0	74.9785
opera_contig_344	0	1.53036	0.016355	0	0	0.00809489	30.3389
opera_contig_345	0	0.695337	15.1687	17.1577	8.97166	0.95715	21.2974
opera_contig_346	0	1.60236	0.0301093	0	0	0	33.8231
opera_contig_347	0	24.6615	44.1033	0.026621	0	0	314.654
opera_contig_348	0.199004	0.203179	3.16753	8.18855	8.00842	0.27763	11.3166
opera_contig_349	0	1.43125	18.456	15.9292	10.1552	0.653215	19.8965
opera_contig_350	0	1.81073	0	0	0	0	33.5847
opera_contig_351	0	0.585703	0.000743547	0	0	0	30.3192
opera_contig_352	2.63309	8.79666	4.31009	71.3168	37.8191	0.496035	130.446
opera_contig_353	0	0.948814	0	0	0	0	28.4577
opera_contig_354	0	1.94625	0.422711	0	0	0	32.7644
opera_contig_355	0	1.29126	10.7145	2.39	1.01956	0	66.4016
opera_contig_356	0	1.5786	10.6559	2.42284	0.747659	0	59.9845
opera_contig_357	0.27742	2.07964	0.440351	34.3158	22.2719	0.504193	28.6031
opera_contig_358	0	2.18911	0.0451277	0	0	0	31.8901
opera_contig_359	0	0	0.0540609	3.5273	3.70334	0.145577	0.0319434
opera_contig_360	0	1.11806	0.537723	0	0	0	31.4463
opera_contig_361	0.125536	0.593245	15.7086	3.98938	4.28972	0.0702956	3.16733
opera_contig_362	0	1.50953	0.0171999	0	0	0	27.6399
opera_contig_363	0	2.02766	0.174922	0	0	0	34.1633
opera_contig_364	0	2.37363	0.0365526	0	0	0	32.3252
opera_contig_365	0.600249	0.0106734	0.00610605	2.56735	2.37052	0.0765699	0.120533
opera_contig_366	0	1.65287	0.217066	0	0	0	32.5044
opera_contig_367	0.190437	0.0594688	0.00587375	2.59297	2.49906	0.133138	0.0456454
opera_contig_368	0.10362	0.00832991	14.8598	6.71645	8.62157	0.492697	10.8083
opera_contig_369	0	2.32857	0.0101987	0	0	0	30.7239
opera_contig_370	0.894982	0	1.15852	20.9644	24.6399	2.85627	1.34866
opera_contig_371	0.928132	0.466743	1.03159	19.3675	22.8607	3.13697	1.86556
opera_contig_372	0	1.06834	0.0477047	0	0	0	30.8382
opera_contig_373	0	0.173635	21.3667	4.76141	2.37206	0.0728492	2.05993
opera_contig_374	14.5717	73.1291	109.704	441.08	315.209	504.267	1173.7
opera_contig_375	0	2.63295	0.0290023	5.8768	1.5761	0.0129157	79.7955
opera_contig_376	0	0.0281314	21.4397	4.68599	2.87498	0.0354061	2.36106
opera_contig_377	0.846631	0.245615	20.7403	3.72027	1.82381	0.0580565	2.5865
opera_contig_378	0	0.165844	21.0171	4.11628	2.84244	0.0686545	2.94099
opera_contig_379	0	2.226	0	0	0	0	32.8765
opera_contig_380	0.065992	0.214503	21.179	4.23209	2.26819	0.0386809	2.39189
opera_contig_381	0	0	21.3868	4.20162	2.23935	0.0365158	2.52248
opera_contig_382	0	0.314485	21.6566	4.57955	2.79829	0.0708384	2.57755
opera_contig_383	0	0.335527	19.7866	4.23291	2.95527	0.0195042	2.52082
opera_contig_384	0	1.69896	0.119224	0	0	0	31.7123
opera_contig_385	0	2.77475	0.0934204	5.5874	1.3278	0.0393515	86.7667
opera_contig_386	0	0	21.3436	4.159	2.32288	0.0777467	2.18482
opera_contig_387	0	1.81937	0.029573	0	0	0	33.3438
opera_contig_388	0.134797	0.56459	22.4691	4.67039	2.56681	0.0590702	2.30754
opera_contig_389	3.5225	0.0637084	0.00990491	26.7838	22.7316	5.47052	2.74988
opera_contig_390	0	0.00278474	21.4009	4.72901	2.24744	0.0573259	2.65493
opera_contig_391	0.254211	0.0170828	21.5509	4.64425	2.62701	0.0395811	1.85776
opera_contig_392	0	2.01696	0	0	0	0	29.1348
opera_contig_393	0	0.00331468	0.0198881	2.30577	2.35419	0.04561	0.0565352
opera_contig_394	0	0.728868	0.00088724	0	0	0	31.6987
opera_contig_395	37.9266	128.735	215.615	866.985	700.46	1311.43	2217.13
opera_contig_396	0	0	0	3.87946	3.34898	0.224491	0.0231404
opera_contig_397	0.0358219	0.115363	21.6803	4.08544	2.19039	0.0585769	2.44179
opera_contig_398	0.899221	0	0.274767	19.5199	23.3432	2.79665	1.84428
opera_contig_399	0.270632	0.535797	3.00024	8.28736	8.82793	0.273895	11.5862
opera_contig_400	0.287745	0.403498	19.8663	16.6595	9.81453	0.941632	23.2827
opera_contig_401	0	0.0917416	19.906	4.83647	2.67266	0.0818036	2.5647
opera_contig_402	0	0.418802	11.1179	2.53864	0.784595	0	56.9243
opera_contig_403	0	1.37331	0.845139	0	0	0	32.8306
opera_contig_404	0.572851	1.27817	11.1761	14.5078	9.51875	0.28161	20.5538
opera_contig_405	0	0.151417	21.7143	3.75684	2.75593	0.0516449	2.50697
opera_contig_406	0.261984	0.388732	13.5275	8.33926	7.73648	0.426848	10.8495
opera_contig_407	0	0	20.3194	5.01745	2.68863	0.0624323	2.78838
opera_contig_408	0	2.16374	0	0	0	0	31.4431
opera_contig_409	0.836011	0.0327978	22.2636	4.51333	2.71054	0.0413937	2.69193
opera_contig_410	0	0.129175	23.2251	4.83797	2.13123	0.020427	2.58723
opera_contig_411	0	0.458388	20.7755	4.56722	2.83992	0.0561859	2.72978
opera_contig_412	0	0	20.5139	4.49267	4.31184	0.119853	3.35555
opera_contig_413	0	0.145267	23.3472	4.05526	1.80159	0.0191096	2.3923
opera_contig_414	0.781634	0	0.377105	12.2784	17.4542	4.80914	0.401397
opera_contig_415	0	1.16453	0.0210842	0	0	0	33.5763
opera_contig_416	0	0.624385	0.0831801	0	0	0.0109481	32.7877
opera_contig_417	0.819741	0	21.9664	5.10311	1.91062	0.0640636	2.39636
opera_contig_418	0	0.315697	21.7525	4.31459	2.6944	0.0427288	2.43285
opera_contig_419	0.0943177	0.0284115	21.6627	4.39449	2.15786	0	2.08717
opera_contig_420	0.848032	1.81126	2.96934	16.7594	10.8315	0.869994	23.398
opera_contig_421	0	0.532326	21.5536	4.93707	2.50686	0	2.79003
opera_contig_422	0	0.204119	20.735	4.632	2.31822	0.0822864	2.62021
opera_contig_423	0	0.812114	21.3638	4.59066	2.03089	0.0616495	2.40195
opera_contig_424	0	0.610708	17.1551	15.478	9.08007	0.744496	20.4181
opera_contig_425	0	0	20.2998	4.72092	2.54204	0.0216815	2.07995
opera_contig_426	0	0	0	3.7366	3.45574	0.153114	0.0253653
opera_contig_427	0.249374	0.140097	21.9749	4.81372	2.66032	0.021952	2.26904
opera_contig_428	0	2.77865	0	0	0	0	32.7667
opera_contig_429	0	0	22.5011	4.39637	2.84267	0.0441046	2.28513
opera_contig_430	0	0	21.6953	5.16094	2.55936	0.0880484	2.53278
opera_contig_431	0	0.361445	22.6787	4.60988	2.47007	0.0647069	2.63811
opera_contig_432	0	0	20.1544	4.80216	2.24583	0.0430957	2.25673
opera_contig_433	0	0.730185	0.10131	0	0	0	31.6177
opera_contig_434	0	1.54104	27.992	24.6544	18.6467	1.12469	32.7419
opera_contig_435	0	0.840097	0.0524361	0.00501096	0	0	30.9621
opera_contig_436	0.376201	0	0.494744	21.2749	26.3583	3.24932	1.30306
opera_contig_437	0	0.988883	0.0221426	0	0	0	33.7638
opera_contig_438	0	0.19448	21.289	4.26264	2.29334	0.0681569	2.43595
opera_contig_439	0	0.668477	0	0	0	0	32.0309
opera_contig_440	0	0.710379	0	0	0	0	31.8739
opera_contig_441	0	6.45703	30.876	4.02259	5.29508	0.0454921	91.5743
opera_contig_442	0	1.67301	0.0570099	0	0	0	33.2397
opera_contig_443	0	0	21.9916	3.97477	1.93989	0.0154996	2.51767
opera_contig_444	0	0	20.7388	4.5719	2.56589	0	2.00819
opera_contig_445	0	0.0233742	21.4931	4.6798	2.20653	0.0682712	2.35788
opera_contig_446	0	1.33966	5.65728	0	0	0	21.1935
opera_contig_447	0	0	20.6482	4.66919	2.39883	0.0420309	2.73545
opera_contig_448	0	3.09444	0	0	0	0	32.7163
opera_contig_449	22.0816	12.4184	178.079	487.726	589.396	13.3709	192.954
opera_contig_450	0	0	20.9923	4.53207	1.83262	0.0232634	2.28603
opera_contig_451	0	0.768138	22.0948	4.57068	2.69778	0.0229058	2.62444
opera_contig_452	0	0	20.5971	5.06907	2.56902	0.0233973	2.36996
opera_contig_453	0	2.05125	0	0	0	0	32.7722
opera_contig_454	0.525493	0	0	3.86225	3.77718	0.226385	0.0116432
opera_contig_455	0	0.88807	0.0351339	0	0	0	34.2583
opera_contig_456	0	1.3539	0	0	0	0	35.3425
opera_contig_457	0	1.43953	0	0	0	0	33.587
opera_contig_458	2.65208	1.22557	1.17044	66.4797	40.7288	0.309879	35.993
opera_contig_459	0	1.73217	0	0	0	0	31.3183
opera_contig_460	0	0	0.0887428	2.04412	1.99015	0.0337657	0.196793
opera_contig_461	0	0.0757416	22.0941	4.80397	2.75656	0.0951196	2.8701
opera_contig_462	0	0.0720266	21.6158	4.5945	2.33598	0.1352	2.44298
opera_contig_463	0	0	21.8738	4.58412	2.43386	0.0922988	2.25452
opera_contig_464	0	0.0598125	21.4215	4.57706	2.61533	0.0475408	2.61702
opera_contig_465	0	0.93212	21.3406	4.18098	2.59378	0	2.44752
opera_contig_466	0	2.85814	3.84969	0	0	0	33.5063
opera_contig_467	0	0	23.8302	4.35861	2.78379	0.0415412	2.2027
opera_contig_468	0	1.0318	15.8427	15.784	10.2379	1.07719	20.1599
opera_contig_469	0	0	0	3.32544	3.14192	0.145084	0
opera_contig_470	0	2.23247	0.0361481	0	0	0	29.7557
opera_contig_471	0	0.12578	21.9143	4.41205	2.29822	0.0931162	2.26112
opera_contig_472	0	0.861598	11.0725	2.58494	1.37163	0	72.2138
opera_contig_473	0	0	0.00102539	3.3896	3.3876	0.288965	0.0261719
opera_contig_474	0	0.61104	0	0	0	0.011843	31.1132
opera_contig_475	0	1.51777	0	0	0	0	31.0433
opera_contig_476	0	0	21.1878	4.18478	1.69242	0.0215602	2.84937
opera_contig_477	0	0.629142	0	0	0	0	21.3291
opera_contig_478	0.193444	0	3.71199	22.1604	24.0708	2.95237	2.01708
opera_contig_479	0	1.35045	0	0	0	0	32.3087
opera_contig_480	0	21.0473	0.0124372	0	0	0	281.617
opera_contig_481	0	1.66757	3.68441	0	0	0	19.7094
opera_contig_482	0	2.0926	0	0	0	0	29.693
opera_contig_483	0	0	18.6396	4.80144	2.69074	0	2.02284
opera_contig_484	0.0360908	0	0.295904	3.25098	3.82723	4.91713	0.918382
opera_contig_485	0.07963	0.273929	13.1875	9.34823	8.58109	0.27961	10.2708
opera_contig_486	0	0.0125073	0.0585352	2.00212	1.70995	0.088505	0.0991573
opera_contig_487	0	0	20.6371	4.82488	2.51449	0.0514539	1.94053
opera_contig_488	1.11651	0	0.169292	3.0541	2.508	0.118423	0.0753022
opera_contig_489	0	0	0	3.93922	4.06991	0.17488	0.0655738
opera_contig_490	0	0	0	3.59293	3.21355	0.14099	0
opera_contig_491	0	21.2236	0.138559	0	0	0	288.865
opera_contig_492	0	0.710293	0.0631867	0	0	0	33.8387
opera_contig_493	0	1.2184	0	0	0	0	31.0563
opera_contig_494	0.275841	0.00452949	24.4273	4.44995	2.77724	0.0250903	1.98041
opera_contig_495	0	0.422047	19.939	4.55973	2.39389	0.124287	2.79868
opera_contig_496	0	1.81819	0	0	0	0	31.6413
opera_contig_497	0	1.59248	3.46805	0	0	0	20.856
opera_contig_498	0	0	20.5651	4.91676	2.99358	0.0891445	2.48192
opera_contig_499	2.51674	0.479452	0	45.5978	36.7085	3.0894	7.76486
opera_contig_500	0	1.12434	0.0774407	0	0	0	30.876
opera_contig_501	0	0.100575	21.428	4.11979	2.20436	0.0258947	1.99063
opera_contig_502	0	1.13409	19.7286	15.5211	9.1261	0.941955	21.4808
opera_contig_503	0	1.23955	0	0	0	0	31.3896
opera_contig_504	0	0	0	3.50793	3.55541	0.103583	0
opera_contig_505	0	1.52604	2.64571	0	0	0	19.1837
opera_contig_506	0	0	22.2913	4.2541	2.07843	0.0783781	2.37036
opera_contig_507	0	0	0.000993049	3.59823	3.93618	0.0984163	0
opera_contig_508	0	0	21.3066	4.86924	2.12052	0.0256719	2.21437
opera_contig_509	0	2.2118	5.33828	0	0	0	22.8368
opera_contig_510	0	0.154764	17.6355	16.2889	10.1082	1.2357	21.7371
opera_contig_511	0	1.98258	0	0	0	0	27.4688
opera_contig_512	0	0.782269	0	0	0	0	33.7612
opera_contig_513	0	2.21747	0.053838	0	0	0	36.8596
opera_contig_514	0.172792	0	20.5105	4.4105	2.32405	0.0483691	2.66322
opera_contig_515	0.225183	0.327447	23.3355	3.93429	4.39626	0.275165	3.65575
opera_contig_516	0	2.57623	0.026616	0	0	0	33.9787
opera_contig_517	0	2.16109	0	0	0	0	33.6032
opera_contig_518	0	0.0697449	22.0426	4.84994	2.41178	0.129511	2.13188
opera_contig_519	0	1.29621	0.0270066	0	0	0	31.0966
opera_contig_520	0	0.470881	22.4889	4.55149	2.27056	0.0267963	2.47277
opera_contig_521	0	0	21.7619	4.71936	2.04406	0.0247608	1.99859
opera_contig_522	0	0.923397	0	0	0	0	31.7818
opera_contig_523	0	2.8424	0.0120218	0	0	0	28.6422
opera_contig_524	0	0.405468	19.3253	4.6752	2.55243	0.0751912	2.62133
opera_contig_525	0	1.42452	0.0815194	0	0	0	33.4321
opera_contig_526	0	1.40566	0	0	0	0	30.3026
opera_contig_527	0	0	22.3605	4.41282	1.89506	0.0272042	2.39424
opera_contig_528	0	0	21.5617	4.96529	3.0762	0.0759265	2.14792
opera_contig_529	0.0549751	0.113998	0.0136754	4.00186	3.15546	0.23549	0.0160823
opera_contig_530	0	0.076437	20.7995	4.31525	2.24827	0.015716	2.46384
opera_contig_531	0.0287092	0	0.0406262	4.23531	4.42999	0.279887	0.92671
opera_contig_532	0	0.373842	22.2539	4.47668	1.90941	0.055139	2.68168
opera_contig_533	0	2.06069	0	0	0	0	34.2508
opera_contig_534	0	0.473597	1.67641	0	0	0	22.6539
opera_contig_535	0	0	0.0272309	3.87316	4.26948	0.191115	0
opera_contig_536	0	2.9228	0.215636	0	0	0	32.0904
opera_contig_537	0.956288	0	21.7932	4.44239	2.45188	0	2.31447
opera_contig_538	0	0	0.0401154	3.30145	3.52894	0.167453	0.0277423
opera_contig_539	0	0.0111261	0.023325	1.9832	1.65831	0.0422669	0.0400294
opera_contig_540	0	1.34307	0	0	0	0	30.9508
opera_contig_541	0	0.67817	20.5965	4.74534	2.09715	0.0552604	2.17311
opera_contig_542	0	0.0223417	20.7409	4.3466	2.81096	0.0735763	2.46722
opera_contig_543	0	0.944996	0	0	0	0	29.6742
opera_contig_544	0	1.42371	0.0177825	0	0	0	33.3759
opera_contig_545	0.170212	1.20262	0.515249	36.4814	26.4063	0.443394	35.0697
opera_contig_546	0	0.24744	20.831	4.2759	2.84168	0.0564703	2.33905
opera_contig_547	0.228304	0.0739498	0.0192111	1.75971	1.77953	0.0924693	0.0244365
opera_contig_548	0	0.343299	23.1316	4.61061	2.11364	0.0565653	2.57137
opera_contig_549	0	1.15189	0	0	0	0	31.7546
opera_contig_550	0	0	23.6292	4.07957	2.0666	0.0553364	2.74493
opera_contig_551	0	0	0	1.42935	1.31032	0.0472405	0.0530829
opera_contig_552	0.0350748	1.11389	0.516772	29.0852	22.4211	0.584429	34.3109
opera_contig_553	0	1.75704	0.0263366	0	0	0	32.7639
opera_contig_554	0	0	0	3.44047	3.14433	0.223284	0.0166312
opera_contig_555	0	1.93411	0.0121933	0	0	0	17.3058
opera_contig_556	0.151818	0	0.0111833	2.32569	2.00734	0.176121	0.0454205
opera_contig_557	0	1.16443	9.98604	2.16985	0.904839	0	72.6878
opera_contig_558	0.876594	0	0	3.46437	2.94848	0.201292	0
opera_contig_559	0	0	24.7384	3.94705	1.85807	0.0289654	2.99357
opera_contig_560	0	0	20.3811	4.70339	2.05793	0.028762	2.20162
opera_contig_561	0.099242	3.27837	0.69656	5.60933	1.31831	0	86.5911
opera_contig_562	0.096152	0.00618924	0	1.80951	1.92801	0.123941	0.0126598
opera_contig_563	0	1.64468	0	0	0	0	30.0355
opera_contig_564	0	0	19.3275	5.13265	2.59595	0.0869642	3.39307
opera_contig_565	0	1.07931	0.937456	0	0	0	34.1019
opera_contig_566	0	0.0576245	21.7259	4.01927	2.76768	0.107789	2.32548
opera_contig_567	0	0	20.9154	4.44088	1.9782	0.0826869	2.48525
opera_contig_568	0	0	0	2.00048	2.00785	0.0989738	0.0587506
opera_contig_569	0.0634781	0.422991	20.8391	3.49788	2.88858	0.0567126	2.55995
opera_contig_570	0	0	20.7656	5.36334	2.14663	0.0283613	1.93033
opera_contig_571	0	1.58062	0	0	0	0	31.9922
opera_contig_572	0.0368691	1.14977	1.96089	4.74174	1.34802	0	69.2927
opera_contig_573	0	1.41667	9.69374	2.27217	0.853075	0	55.2799
opera_contig_574	0	0.527106	19.5432	4.57777	2.61265	0	2.06562
opera_contig_575	0	1.63987	0	0	0	0	30.6409
opera_contig_576	0	2.49882	0	0	0	0	30.0879
opera_contig_577	0	1.08883	0	0	0	0	31.72
opera_contig_578	0	0	0	4.04573	4.00125	0.17609	0
opera_contig_579	0	0.697661	20.0429	4.7638	2.61766	0.0823859	1.9216
opera_contig_580	0	0.12343	22.8831	4.52182	2.33069	0.0595415	2.01798
opera_contig_581	0	0	21.7805	4.48807	2.23676	0.0297662	2.52923
opera_contig_582	0.738479	0.0371299	4.42383	8.7386	9.08489	0.110435	11.3766
opera_contig_583	0	0.84423	20.963	3.99385	2.21243	0.0890202	2.54493
opera_contig_584	0	0.658667	3.38473	0	0	0	23.1246
opera_contig_585	0	1.39357	0.01475	0	0	0	34.0547
opera_contig_586	0.0399136	0	0.374347	22.5857	25.5131	3.29224	1.62001
opera_contig_587	0	0	20.477	4.6903	2.04747	0.104975	2.39238
opera_contig_588	0	1.74799	0	0	0	0	32.0317
opera_contig_589	0	0.0324511	21.526	4.4742	2.11675	0	2.91594
opera_contig_590	0	1.81099	0	0	0	0	29.1324
opera_contig_591	0.675362	0	0.0247023	2.92841	2.91473	0.08631	0.116052
opera_contig_592	0	1.26069	0.0151451	0	0	0	29.7776
opera_contig_593	0	1.01795	0	0	0	0	32.2663
opera_contig_594	0	0	0.0152267	1.81235	1.61948	0.0645309	0.0836556
opera_contig_595	0	4.12222	0.0610472	5.00759	1.19391	0	77.2894
opera_contig_596	0	0	22.5861	4.58863	2.72492	0.030626	2.79315
opera_contig_597	0	0.979335	10.3717	2.72768	0.839159	0	73.1662
opera_contig_598	0	0.566542	0	0	0	0	32.6333
opera_contig_599	0	1.15981	0	0	0	0	30.9986
opera_contig_600	0.0744818	0	0.444923	4.11907	3.56338	0.153269	0.0959469
opera_contig_601	0	0.934538	0	0	0	0	30.8186
opera_contig_602	0	0.364301	0.0154943	0	0	0	28.7351
opera_contig_603	0	0.0838914	8.39825	2.06641	0.890067	0	67.2927
opera_contig_604	0	1.44082	0.0620483	0	0	0	32.8046
opera_contig_605	0	0.879148	9.87409	2.89464	0.896457	0	79.8494
opera_contig_606	0	0.280971	21.2514	4.40911	2.14402	0.0599712	2.3133
opera_contig_607	0	0.0415467	21.7576	5.06876	2.01126	0.0312226	2.13334
opera_contig_608	0	1.41058	0.00371023	0	0	0	33.5875
opera_contig_609	0.772963	0	20.6033	5.05611	2.25038	0.0632591	2.37007
opera_contig_610	0	1.51745	0	0	0	0	31.6464
opera_contig_611	0	1.12614	0.0644341	0	0	0	31.5668
opera_contig_612	0	0.327882	19.9665	4.36065	2.56567	0.0937261	2.47538
opera_contig_613	0	0	21.1897	5.0617	2.40477	0.0318715	2.79379
opera_contig_614	2.23731	0	0.588693	19.5225	21.3286	2.27251	2.0861
opera_contig_615	0	0.0464197	21.7803	4.10897	2.02391	0.0318817	2.51132
opera_contig_616	0	0.0984178	0.0282173	3.21306	3.18398	0.0714	0.0752842
opera_contig_617	0.140705	0.366126	22.6729	5.75485	2.28352	0.0638407	2.27183
opera_contig_618	0.953578	0	0.0432253	4.17821	3.95978	0.0609374	0.0734062
opera_contig_619	0	0.0415518	23.4141	4.30805	2.27336	0.127733	2.11581
opera_contig_620	0	0	21.7175	4.87591	2.64203	0.0872634	1.8657
opera_contig_621	0	0.114548	0	3.92973	3.90233	0.0868254	3.72374
opera_contig_622	0.0247362	0	0.0410967	3.51979	2.88006	0.111397	0.201519
opera_contig_623	0	0.115568	20.3331	4.46047	2.85435	0.0847153	2.40147
opera_contig_624	0	0	0.0482106	3.04306	3.58889	0.160723	0
opera_contig_625	0	0.860564	0	0	0	0	31.7693
opera_contig_626	0	0.12642	21.6034	4.82574	1.63649	0.0586906	2.50187
opera_contig_627	0	2.25959	0	0	0	0	31.66
opera_contig_628	0	0.136084	20.8584	4.79118	2.73884	0.0323855	3.17909
opera_contig_629	0.221023	0.0324281	0.162793	3.08042	2.90553	0.0738919	0.195924
opera_contig_630	1.24626	0.0394195	0.320978	20.6828	25.2399	2.57325	1.49533
opera_contig_631	0.203469	2.43658	25.5263	15.1607	11.1252	1.10033	22.9531
opera_contig_632	0	0.464803	20.3837	4.25421	2.46631	0.0648942	2.01205
opera_contig_633	0.015076	1.27792	0.244232	0	0	0	30.8346
opera_contig_634	0	0.325519	3.24685	0	0	0.00400578	20.6405
opera_contig_635	0.183919	2.30331	9.44093	15.6108	10.7139	0.997037	22.1326
opera_contig_636	0	1.82593	0	0	0	0	28.0363
opera_contig_637	0	1.89626	0	0	0	0	33.383
opera_contig_638	0	1.37043	0	0	0	0	30.1902
opera_contig_639	0.756266	0	0	4.06974	3.37451	0.165282	0
opera_contig_640	0	2.67356	0	0	0	0	24.0512
opera_contig_641	0	0.644982	1.3656	15.4435	9.17627	0.627831	22.3312
opera_contig_642	0	1.35949	0.0834726	0	0	0	32.1268
opera_contig_643	0.289361	0.416443	22.4079	4.58362	2.03446	0.0334498	1.76478
opera_contig_644	0	1.76931	2.7133	0	0	0	19.3754
opera_contig_645	0	0.127109	0.837803	0	0	0	20.4807
opera_contig_646	0.0629363	0.980848	28.8818	7.845	8.49888	0.304355	9.71901
opera_contig_647	0	0.304395	0.234565	0	0	0	29.7421
opera_contig_648	0.183333	0	21.3917	4.60175	2.40236	0.031309	1.70088
opera_contig_649	0	0.978536	0	0	0	0	30.913
opera_contig_650	0	0.257787	21.9111	4.38028	2.6334	0	1.78183
opera_contig_651	0	0.361145	0.00189934	0	0	0	31.2057
opera_contig_652	1.66659	18.7992	1.64586	20.497	20.804	0.0608632	276.057
opera_contig_653	0	0	21.8195	3.63689	2.00252	0	2.40269
opera_contig_654	0	0	20.9879	4.94361	2.15123	0.0681368	2.7861
opera_contig_655	0	0	0	2.71813	2.58489	0.0743904	0.0461836
opera_contig_656	0	2.02818	0.00143649	0	0	0	31.1222
opera_contig_657	0	0	22.1963	4.00426	2.37088	0.068575	2.55272
opera_contig_658	0.745694	3.59809	0.017155	4.88094	1.2996	0	83.9367
opera_contig_659	0	0.57193	1.60557	0.00151359	0	0	17.8303
opera_contig_660	0	0.0540783	20.6685	4.35154	1.91506	0.0522182	2.33425
opera_contig_661	0.0685651	0.378007	21.2432	4.72615	2.14066	0.0342826	2.24668
opera_contig_662	0	0.323409	0.0690992	0	0	0	34.085
opera_contig_663	0	0	0.172804	22.2077	26.7428	3.50669	1.25927
opera_contig_664	0	1.91433	0	0	0	0	33.0237
opera_contig_665	0	0.00809333	0.166662	1.5395	1.4433	0.0768103	1.2855
opera_contig_666	0	2.48295	3.99374	0	0	0	22.1407
opera_contig_667	0	0	0.0599019	1.05434	1.10311	0.0196621	0.0949755
opera_contig_668	0	0.31572	4.72211	0	0	0	22.3173
opera_contig_669	0	1.46518	6.40517	0	0.0174642	0	21.6175
opera_contig_670	0	29.1631	26.7506	0	0	0	310.525
opera_contig_671	0	2.94396	0.0175549	0	0	0	33.099
opera_contig_672	0	0	22.1088	4.25887	2.50338	0	2.72958
opera_contig_673	0	0	21.8118	4.21656	2.60409	0	3.08165
opera_contig_674	0	0	22.6989	4.40561	1.6161	0.035105	2.05449
opera_contig_675	0	1.06934	0	0	0	0	31.5809
opera_contig_676	0	1.31176	0	0	0	0	29.2796
opera_contig_677	0	0	0	3.81874	2.73513	0.122405	0.152567
opera_contig_678	0	0	0	3.2542	3.70243	0	0
opera_contig_679	0.323722	0	22.0721	3.3407	2.24858	0.0354403	2.52152
opera_contig_680	0	1.07912	15.2116	15.6482	9.37126	0.850658	19.2713
opera_contig_681	0	0	20.4261	4.42232	2.13334	0	2.82219
opera_contig_682	0	0	0	3.41986	3.6423	0.131536	0
opera_contig_683	0	1.09348	0	0	0	0	28.6056
opera_contig_684	0	1.46892	0.107435	0	0	0	29.0894
opera_contig_685	0	1.60312	0.0175867	0	0	0	31.536
opera_contig_686	0	2.2375	0.0538948	0	0	0	30.6972
opera_contig_687	0	0.039522	18.4129	4.84162	1.85984	0.141746	2.16421
opera_contig_688	0	1.30167	2.37994	0	0	0	22.5592
